image,date,width,height,task,type,region,disease,crop,area,grow,risk,xtl,ytl,xbr,ybr
V006_77_0_00_11_03_12_0_c22_20201130_0001_S01_2.jpg,2020/11/30,3024,4032,77,0,,0,11,3,12,0,148,1129,2807,3338
V006_77_0_00_11_03_13_0_c04_20201223_0000_S01_2.JPG,2020/12/23,3024,3024,77,0,,0,11,3,13,0,460,671,2640,1726
V006_77_0_00_11_03_13_0_c05_20201222_0000_S01_2.JPG,2020/12/22,3024,4032,77,0,,0,11,3,13,0,803,821,2328,3085
V006_77_0_00_11_03_13_0_c05_20201222_0001_S01_2.JPG,2020/12/22,3024,4032,77,0,,0,11,3,13,0,658,965,2948,3115
V006_77_0_00_11_03_13_0_c05_20201222_0002_S01_2.JPG,2020/12/22,3024,4032,77,0,,0,11,3,13,0,555,1284,1808,3750
V006_77_0_00_11_03_13_0_c05_20201222_0003_S01_2.JPG,2020/12/22,3024,4032,77,0,,0,11,3,13,0,708,1554,2014,2917
V006_77_0_00_11_03_13_0_c05_20201222_0005_S01_2.JPG,2020/12/22,3024,4032,77,0,,0,11,3,13,0,427,1316,2247,2766
V006_77_0_00_11_03_13_0_c05_20201222_0007_S01_2.JPG,2020/12/22,3024,4032,77,0,,0,11,3,13,0,756,918,2622,3498
V006_77_0_00_11_03_13_0_c05_20201222_0008_S01_2.JPG,2020/12/22,3024,4032,77,0,,0,11,3,13,0,821,792,2495,3452
V006_77_0_00_11_03_13_0_c06_20201209_0002_S01_2.jpg,2020/12/09,3024,3024,77,0,,0,11,3,13,0,571,417,2398,2415
V006_77_0_00_11_03_13_0_c06_20201209_0003_S01_2.jpg,2020/12/09,3024,3024,77,0,,0,11,3,13,0,357,392,2076,2827
V006_77_0_00_11_03_13_0_c06_20201209_0006_S01_2.jpg,2020/12/09,3024,3024,77,0,,0,11,3,13,0,763,763,2238,2533
V006_77_0_00_11_03_13_0_c06_20201209_0008_S01_2.jpg,2020/12/09,3024,3024,77,0,,0,11,3,13,0,893,824,2113,2524
V006_77_0_00_11_03_13_0_c06_20201211_0001_S01_2.jpg,2020/12/11,3024,3024,77,0,,0,11,3,13,0,476,196,1963,2756
V006_77_0_00_11_03_13_0_c06_20201211_0002_S01_2.jpg,2020/12/11,3024,3024,77,0,,0,11,3,13,0,810,517,2323,2663
V006_77_0_00_11_03_13_0_c06_20201211_0003_S01_2.jpg,2020/12/11,3024,3024,77,0,,0,11,3,13,0,230,243,2196,2770
V006_77_0_00_11_03_13_0_c06_20201211_0004_S01_2.jpg,2020/12/11,3024,3024,77,0,,0,11,3,13,0,453,491,1938,2401
V006_77_0_00_11_03_13_0_c06_20201211_0006_S01_2.jpg,2020/12/11,3024,3024,77,0,,0,11,3,13,0,494,381,2204,2346
V006_77_0_00_11_03_13_0_c06_20201222_0001_S01_2.jpg,2020/12/22,3024,3024,77,0,,0,11,3,13,0,735,561,1985,2458
V006_77_0_00_11_03_13_0_c06_20201222_0002_S01_2.jpg,2020/12/22,3024,3024,77,0,,0,11,3,13,0,543,569,2732,1990
V006_77_0_00_11_03_13_0_c06_20201222_0005_S01_2.jpg,2020/12/22,3024,3024,77,0,,0,11,3,13,0,834,1032,2106,2722
V006_77_0_00_11_03_13_0_c06_20201222_0007_S01_2.jpg,2020/12/22,3024,3024,77,0,,0,11,3,13,0,640,561,1695,2184
V006_77_0_00_11_03_13_0_c06_20201222_0008_S01_2.jpg,2020/12/22,3024,3024,77,0,,0,11,3,13,0,896,274,2113,2497
V006_77_0_00_11_03_13_0_c06_20201222_0012_S01_2.jpg,2020/12/22,3024,3024,77,0,,0,11,3,13,0,488,647,1867,2498
V006_77_0_00_11_03_13_0_c06_20201222_0018_S01_2.jpg,2020/12/22,3024,3024,77,0,,0,11,3,13,0,550,290,2273,2779
V006_77_0_00_11_03_13_0_c06_20201223_0000_S01_2.jpg,2020/12/23,3024,3024,77,0,,0,11,3,13,0,496,369,2193,2749
V006_77_0_00_11_03_13_0_c06_20201223_0001_S01_2.jpg,2020/12/23,3024,3024,77,0,,0,11,3,13,0,706,708,2197,2493
V006_77_0_00_11_03_13_0_c06_20201223_0003_S01_2.jpg,2020/12/23,3024,3024,77,0,,0,11,3,13,0,286,147,2104,2195
V006_77_0_00_11_03_13_0_c06_20201223_0004_S01_2.jpg,2020/12/23,3024,3024,77,0,,0,11,3,13,0,514,1018,1862,2523
V006_77_0_00_11_03_13_0_c06_20201223_0007_S01_2.jpg,2020/12/23,3024,3024,77,0,,0,11,3,13,0,450,760,2096,2210
V006_77_0_00_11_03_13_0_c06_20201223_0009_S01_2.jpg,2020/12/23,3024,3024,77,0,,0,11,3,13,0,783,724,2119,2209
V006_77_0_00_11_03_13_0_c06_20201223_0010_S01_2.jpg,2020/12/23,3024,3024,77,0,,0,11,3,13,0,821,394,2347,2755
V006_77_0_00_11_03_13_0_c06_20201223_0012_S01_2.jpg,2020/12/23,3024,3024,77,0,,0,11,3,13,0,923,664,2404,2346
V006_77_0_00_11_03_13_0_c06_20201223_0013_S01_2.jpg,2020/12/23,3024,3024,77,0,,0,11,3,13,0,702,453,2209,2067
V006_77_0_00_11_03_13_0_c06_20201223_0015_S01_2.jpg,2020/12/23,3024,3024,77,0,,0,11,3,13,0,278,287,2598,2104
V006_77_0_00_11_03_13_0_c06_20201223_0016_S01_2.jpg,2020/12/23,3024,3024,77,0,,0,11,3,13,0,576,480,2555,2081
V006_77_0_00_11_03_13_0_c06_20201223_0017_S01_2.jpg,2020/12/23,3024,3024,77,0,,0,11,3,13,0,435,454,1905,2605
