image,date,width,height,task,type,region,disease,crop,area,grow,risk,xtl,ytl,xbr,ybr
V006_77_0_00_11_01_13_0_c01_20201013_0000_S01.jpg,2020/10/13,4032,3024,77,0,,0,11,1,13,0,1864,1516,2292,1880
V006_77_0_00_11_01_13_0_c01_20201013_0000_S01_1.jpg,2020/10/13,4032,3024,77,0,,0,11,1,13,0,1722,436,2167,676
V006_77_0_00_11_01_13_0_c01_20201013_0001_S01.jpg,2020/10/13,4032,3024,77,0,,0,11,1,13,0,2150,100,2727,784
V006_77_0_00_11_01_13_0_c01_20201013_0001_S01_1.jpg,2020/10/13,4032,3024,77,0,,0,11,1,13,0,2147,102,2729,782
V006_77_0_00_11_01_13_0_c01_20201013_0002_S01.jpg,2020/10/13,4032,3024,77,0,,0,11,1,13,0,1979,832,2719,1462
V006_77_0_00_11_01_13_0_c01_20201013_0002_S01_1.jpg,2020/10/13,4032,3024,77,0,,0,11,1,13,0,1951,831,2719,1468
V006_77_0_00_11_01_13_0_c01_20201013_0003_S01.jpg,2020/10/13,4032,3024,77,0,,0,11,1,13,0,0,872,1472,1988
V006_77_0_00_11_01_13_0_c01_20201013_0003_S01_1.jpg,2020/10/13,4032,3024,77,0,,0,11,1,13,0,0,876,1476,1992
V006_77_0_00_11_01_13_0_c01_20201013_0004_S01.jpg,2020/10/13,4032,3024,77,0,,0,11,1,13,0,1336,1364,1985,1920
V006_77_0_00_11_01_13_0_c01_20201013_0004_S01_1.jpg,2020/10/13,4032,3024,77,0,,0,11,1,13,0,2646,1435,3019,1965
V006_77_0_00_11_01_13_0_c01_20201013_0005_S01.jpg,2020/10/13,4032,3024,77,0,,0,11,1,13,0,2150,1240,2975,1782
V006_77_0_00_11_01_13_0_c01_20201013_0005_S01_1.jpg,2020/10/13,4032,3024,77,0,,0,11,1,13,0,2151,1243,2975,1779
V006_77_0_00_11_01_13_0_c01_20201013_0006_S01.jpg,2020/10/13,4032,3024,77,0,,0,11,1,13,0,1644,1324,2343,1737
V006_77_0_00_11_01_13_0_c01_20201013_0006_S01_1.jpg,2020/10/13,4032,3024,77,0,,0,11,1,13,0,1613,1323,2368,1734
V006_77_0_00_11_01_13_0_c01_20201013_0007_S01.jpg,2020/10/13,4032,3024,77,0,,0,11,1,13,0,1882,1197,2859,1911
V006_77_0_00_11_01_13_0_c01_20201013_0007_S01_1.jpg,2020/10/13,4032,3024,77,0,,0,11,1,13,0,1884,1200,2864,1912
V006_77_0_00_11_01_13_0_c01_20201013_0008_S01.jpg,2020/10/13,4032,3024,77,0,,0,11,1,13,0,1553,802,2717,2023
V006_77_0_00_11_01_13_0_c01_20201013_0008_S01_1.jpg,2020/10/13,4032,3024,77,0,,0,11,1,13,0,1569,802,2725,2027
V006_77_0_00_11_01_13_0_c01_20201013_0009_S01.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1779,463,2860,1448
V006_77_0_00_11_01_13_0_c01_20201013_0009_S01_1.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1786,471,2842,1440
V006_77_0_00_11_01_13_0_c01_20201013_0010_S01.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,964,881,2648,1827
V006_77_0_00_11_01_13_0_c01_20201013_0010_S01_1.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1658,1087,2653,1817
V006_77_0_00_11_01_13_0_c01_20201013_0011_S01.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1130,573,2757,1960
V006_77_0_00_11_01_13_0_c01_20201013_0011_S01_1.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1609,897,2766,1833
V006_77_0_00_11_01_13_0_c01_20201013_0012_S01.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1686,844,2455,1403
V006_77_0_00_11_01_13_0_c01_20201013_0012_S01_1.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1686,844,2455,1403
V006_77_0_00_11_01_13_0_c01_20201013_0013_S01.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1713,791,2572,1316
V006_77_0_00_11_01_13_0_c01_20201013_0013_S01_1.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1713,791,2572,1316
V006_77_0_00_11_01_13_0_c01_20201013_0014_S01.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1975,1080,2582,1490
V006_77_0_00_11_01_13_0_c01_20201013_0014_S01_1.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1975,1077,2582,1490
V006_77_0_00_11_01_13_0_c01_20201013_0015_S01.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1505,757,2759,1627
V006_77_0_00_11_01_13_0_c01_20201013_0015_S01_1.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1505,757,2759,1627
V006_77_0_00_11_01_13_0_c01_20201013_0016_S01.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1829,823,2613,1584
V006_77_0_00_11_01_13_0_c01_20201013_0016_S01_1.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1829,823,2613,1584
V006_77_0_00_11_01_13_0_c01_20201013_0017_S01.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1649,557,2637,1528
V006_77_0_00_11_01_13_0_c01_20201013_0017_S01_1.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1649,557,2637,1528
V006_77_0_00_11_01_13_0_c01_20201013_0018_S01.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1612,657,2482,1307
V006_77_0_00_11_01_13_0_c01_20201013_0018_S01_1.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1612,657,2482,1307
V006_77_0_00_11_01_13_0_c01_20201013_0019_S01.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1202,594,2369,1424
V006_77_0_00_11_01_13_0_c01_20201013_0019_S01_1.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1202,594,2369,1424
V006_77_0_00_11_01_13_0_c01_20201013_0020_S01.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1465,754,2679,1640
V006_77_0_00_11_01_13_0_c01_20201013_0020_S01_1.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1465,754,2679,1640
V006_77_0_00_11_01_13_0_c01_20201013_0021_S01.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1795,825,2909,1656
V006_77_0_00_11_01_13_0_c01_20201013_0021_S01_1.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1795,825,2909,1656
V006_77_0_00_11_01_13_0_c01_20201013_0022_S01.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1385,583,2446,1537
V006_77_0_00_11_01_13_0_c01_20201013_0022_S01_1.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1385,583,2446,1537
V006_77_0_00_11_01_13_0_c01_20201013_0023_S01.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1922,660,3043,1514
V006_77_0_00_11_01_13_0_c01_20201013_0023_S01_1.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1922,660,3043,1514
V006_77_0_00_11_01_13_0_c01_20201013_0024_S01.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1310,184,3154,1712
V006_77_0_00_11_01_13_0_c01_20201013_0024_S01_1.jpg,2020/10/13,4032,2268,77,0,,0,11,1,13,0,1992,590,3163,1438
V006_77_0_00_11_01_13_0_c01_20201209_0001_S01_1.jpg,2020/12/09,2268,4032,77,0,,0,11,1,13,0,195,509,1732,2092
V006_77_0_00_11_01_13_0_c01_20201209_0002_S01_1.jpg,2020/12/09,2268,4032,77,0,,0,11,1,13,0,280,1087,2017,2804
V006_77_0_00_11_01_13_0_c01_20201209_0003_S01_1.jpg,2020/12/09,2268,4032,77,0,,0,11,1,13,0,155,794,1999,2455
V006_77_0_00_11_01_13_0_c01_20201209_0004_S01_1.jpg,2020/12/09,2268,4032,77,0,,0,11,1,13,0,71,1208,1917,3048
V006_77_0_00_11_01_13_0_c01_20201209_0005_S01_1.jpg,2020/12/09,2268,4032,77,0,,0,11,1,13,0,135,1158,1712,2681
V006_77_0_00_11_01_13_0_c01_20201209_0006_S01_1.jpg,2020/12/09,2268,4032,77,0,,0,11,1,13,0,342,1478,1850,2634
V006_77_0_00_11_01_13_0_c01_20201209_0007_S01_1.jpg,2020/12/09,2268,4032,77,0,,0,11,1,13,0,650,1546,1914,2527
V006_77_0_00_11_01_13_0_c01_20201209_0008_S01_1.jpg,2020/12/09,2268,4032,77,0,,0,11,1,13,0,693,1700,1598,2455
V006_77_0_00_11_01_13_0_c01_20201209_0009_S01_1.jpg,2020/12/09,2268,4032,77,0,,0,11,1,13,0,340,884,1863,2283
V006_77_0_00_11_01_13_0_c01_20201209_0010_S01_1.jpg,2020/12/09,2268,4032,77,0,,0,11,1,13,0,299,1272,1749,2601
V006_77_0_00_11_01_13_0_c01_20201209_0011_S01_1.jpg,2020/12/09,2268,4032,77,0,,0,11,1,13,0,295,564,2008,2078
V006_77_0_00_11_01_13_0_c01_20201209_0012_S01_1.jpg,2020/12/09,2268,4032,77,0,,0,11,1,13,0,220,1207,1853,2825
V006_77_0_00_11_01_13_0_c01_20201209_0013_S01_1.jpg,2020/12/09,2268,4032,77,0,,0,11,1,13,0,230,1373,1632,2676
V006_77_0_00_11_01_13_0_c01_20201209_0014_S01_1.jpg,2020/12/09,2268,4032,77,0,,0,11,1,13,0,378,1157,1922,2687
V006_77_0_00_11_01_13_0_c01_20201209_0015_S01_1.jpg,2020/12/09,2268,4032,77,0,,0,11,1,13,0,202,993,1877,2669
V006_77_0_00_11_01_13_0_c01_20201209_0016_S01_1.jpg,2020/12/09,2268,4032,77,0,,0,11,1,13,0,346,977,1787,2394
